project_id,name,state,district,project_type,land_area_hectares,affected_families,compensation_percentage,approval_delay_days,legal_disputes_count,documentation_complete,notification_complete,possession_percentage,rehabilitation_percentage,stakeholder_responsiveness,historical_district_delay_score,current_stage,actual_delay_days,delayed_flag
LA-UT-2026-0550,Agra Ring-Rail & Transit Oriented Development,Uttar Pradesh,Agra,Urban Metros & Smart Cities,988.0,2062,5.7,38,1,True,True,0.0,0.0,High,5.9,Land Survey & Demarcation,77,1
LA-UT-2026-0551,Gorakhpur Ultra-Mega 500MW Solar Photovoltaic Park,Uttar Pradesh,Gorakhpur,Renewable Energy & Solar Parks,109.5,84,74.6,23,1,True,True,67.6,50.6,Medium,6.1,Possession (Sec 38),29,0
LA-GU-2026-0552,Rajkot Multimodal Logistics Hub & Industrial Township,Gujarat,Rajkot,Industrial Corridors & SEZ,505.3,291,5.8,12,0,False,True,0.0,0.0,High,4.1,Notification (Sec 11),33,0
LA-TA-2026-0553,Salem Multi-Village Barrage & Micro-Irrigation Canal,Tamil Nadu,Salem,Irrigation & Water Reservoirs,889.4,875,77.9,87,2,True,True,35.2,48.8,High,3.6,Rehabilitation & Resettlement (R&R),83,1
LA-UT-2026-0554,Gorakhpur Dedicated Freight Rail Freight Corridor & Terminal,Uttar Pradesh,Gorakhpur,Railways & Dedicated Freight,162.2,111,5.8,33,0,False,False,0.0,0.0,Medium,6.5,Preliminary Investigation,85,1
LA-UT-2026-0555,Agra Multimodal Logistics Hub & Industrial Township,Uttar Pradesh,Agra,Industrial Corridors & SEZ,713.6,1404,85.1,44,1,True,True,44.8,20.5,Medium,6.2,Rehabilitation & Resettlement (R&R),39,0
LA-GU-2026-0556,Vadodara Bypass 6-Lane Expressway Expansion,Gujarat,Vadodara,Highways & Expressways,934.1,1247,4.3,11,0,False,True,0.0,0.0,Medium,3.9,Notification (Sec 11),58,1
LA-UT-2026-0557,Varanasi Ultra-Mega 500MW Solar Photovoltaic Park,Uttar Pradesh,Varanasi,Renewable Energy & Solar Parks,243.1,150,36.6,18,3,True,True,3.9,18.0,Medium,5.4,Objection / Legal Hearing (Sec 15),92,1
LA-MA-2026-0558,Nashik Dedicated Freight Rail Freight Corridor & Terminal,Maharashtra,Nashik,Railways & Dedicated Freight,595.1,1202,78.0,3,0,True,True,98.2,83.3,Medium,4.6,Possession (Sec 38),0,0
LA-JH-2026-0559,Bokaro Multi-Village Barrage & Micro-Irrigation Canal,Jharkhand,Bokaro,Irrigation & Water Reservoirs,914.4,1562,90.5,30,0,True,True,73.7,65.8,Medium,6.4,Possession (Sec 38),12,0
LA-GU-2026-0560,Ahmedabad Bypass 6-Lane Expressway Expansion,Gujarat,Ahmedabad,Highways & Expressways,1047.9,1366,97.8,8,1,True,True,61.0,56.1,Medium,3.9,Possession (Sec 38),2,0
LA-MA-2026-0561,Gwalior Ring-Rail & Transit Oriented Development,Madhya Pradesh,Gwalior,Urban Metros & Smart Cities,44.5,54,77.5,88,3,False,True,23.0,37.2,Low,5.5,Compensation Disbursement,142,1
LA-MA-2026-0562,Bhopal Dedicated Freight Rail Freight Corridor & Terminal,Madhya Pradesh,Bhopal,Railways & Dedicated Freight,1054.6,2182,71.0,17,1,True,True,79.9,54.4,High,5.0,Final Acquisition Complete,15,0
LA-MA-2026-0563,Bhopal Dedicated Freight Rail Freight Corridor & Terminal,Madhya Pradesh,Bhopal,Railways & Dedicated Freight,148.9,370,13.9,17,2,False,True,0.0,0.0,Medium,5.0,Notification (Sec 11),92,1
LA-MA-2026-0564,Bhopal Multi-Village Barrage & Micro-Irrigation Canal,Madhya Pradesh,Bhopal,Irrigation & Water Reservoirs,959.8,1118,8.6,41,0,False,True,0.0,0.0,Medium,5.4,Notification (Sec 11),94,1
LA-GU-2026-0565,Rajkot Bypass 6-Lane Expressway Expansion,Gujarat,Rajkot,Highways & Expressways,129.7,256,11.2,8,1,True,True,0.0,0.0,Medium,3.7,Notification (Sec 11),26,0
LA-JH-2026-0566,East Singhbhum Multi-Village Barrage & Micro-Irrigation Canal,Jharkhand,East Singhbhum,Irrigation & Water Reservoirs,931.3,1951,33.2,11,3,True,True,36.5,44.5,High,6.8,Compensation Disbursement,73,1
LA-TA-2026-0567,Coimbatore Multimodal Logistics Hub & Industrial Township,Tamil Nadu,Coimbatore,Industrial Corridors & SEZ,198.2,211,95.5,9,0,True,True,93.1,51.7,High,3.5,Possession (Sec 38),0,0
LA-MA-2026-0568,Thane Ring-Rail & Transit Oriented Development,Maharashtra,Thane,Urban Metros & Smart Cities,606.7,1157,44.3,11,1,True,True,5.0,16.6,Medium,6.9,Objection / Legal Hearing (Sec 15),33,0
LA-GU-2026-0569,Vadodara Bypass 6-Lane Expressway Expansion,Gujarat,Vadodara,Highways & Expressways,485.9,653,80.4,9,1,True,True,75.7,53.6,Medium,4.2,Final Acquisition Complete,2,0
LA-OD-2026-0570,Balasore Ultra-Mega 500MW Solar Photovoltaic Park,Odisha,Balasore,Renewable Energy & Solar Parks,1023.5,1964,2.5,44,2,True,False,0.0,0.0,High,5.9,Preliminary Investigation,103,1
LA-UT-2026-0571,Varanasi Bypass 6-Lane Expressway Expansion,Uttar Pradesh,Varanasi,Highways & Expressways,878.0,1449,89.3,17,1,False,True,15.9,62.5,Low,6.0,Compensation Disbursement,70,1
LA-MA-2026-0572,Indore Block-IV Mineral Extraction & Processing Node,Madhya Pradesh,Indore,Mining & Coal Exploration,1164.4,2042,27.2,21,3,True,True,19.6,39.4,High,4.3,Rehabilitation & Resettlement (R&R),71,1
LA-GU-2026-0573,Vadodara Bypass 6-Lane Expressway Expansion,Gujarat,Vadodara,Highways & Expressways,168.4,300,3.4,17,2,False,True,0.0,0.0,Low,3.4,Notification (Sec 11),95,1
LA-UT-2026-0574,Agra Ultra-Mega 500MW Solar Photovoltaic Park,Uttar Pradesh,Agra,Renewable Energy & Solar Parks,141.8,88,11.9,44,2,True,True,0.0,0.0,Low,5.6,Land Survey & Demarcation,113,1
LA-MA-2026-0575,Bhopal Ring-Rail & Transit Oriented Development,Madhya Pradesh,Bhopal,Urban Metros & Smart Cities,910.4,832,1.8,0,0,False,True,0.0,0.0,High,5.5,Notification (Sec 11),40,0
LA-TA-2026-0576,Chennai Bypass 6-Lane Expressway Expansion,Tamil Nadu,Chennai,Highways & Expressways,326.7,655,73.7,13,0,True,True,71.9,98.3,Low,4.8,Final Acquisition Complete,15,0
LA-JH-2026-0577,Hazaribagh Dedicated Freight Rail Freight Corridor & Terminal,Jharkhand,Hazaribagh,Railways & Dedicated Freight,841.7,1300,80.6,21,0,True,True,81.5,60.5,Low,5.9,Possession (Sec 38),24,0
LA-OD-2026-0578,Sambalpur Ultra-Mega 500MW Solar Photovoltaic Park,Odisha,Sambalpur,Renewable Energy & Solar Parks,278.8,339,88.7,20,0,True,True,63.0,62.7,Medium,6.9,Final Acquisition Complete,10,0
LA-MA-2026-0579,Thane Dedicated Freight Rail Freight Corridor & Terminal,Maharashtra,Thane,Railways & Dedicated Freight,764.7,794,9.7,36,1,False,True,0.0,0.0,High,6.5,Notification (Sec 11),97,1
LA-GU-2026-0580,Surat Ultra-Mega 500MW Solar Photovoltaic Park,Gujarat,Surat,Renewable Energy & Solar Parks,116.1,86,29.2,39,2,True,True,1.0,12.8,Medium,3.4,Objection / Legal Hearing (Sec 15),74,1
LA-OD-2026-0581,Sundargarh Multi-Village Barrage & Micro-Irrigation Canal,Odisha,Sundargarh,Irrigation & Water Reservoirs,944.7,705,13.1,6,2,False,True,0.0,0.0,High,7.6,Notification (Sec 11),91,1
LA-AN-2026-0582,Guntur Ring-Rail & Transit Oriented Development,Andhra Pradesh,Guntur,Urban Metros & Smart Cities,237.3,501,76.3,85,3,False,True,32.1,59.1,Medium,4.6,Rehabilitation & Resettlement (R&R),139,1
LA-UT-2026-0583,Varanasi Multimodal Logistics Hub & Industrial Township,Uttar Pradesh,Varanasi,Industrial Corridors & SEZ,856.3,854,70.9,46,5,False,True,17.3,64.3,Medium,5.6,Compensation Disbursement,112,1
LA-OD-2026-0584,Sundargarh Ring-Rail & Transit Oriented Development,Odisha,Sundargarh,Urban Metros & Smart Cities,1018.2,1801,40.6,80,2,True,True,13.7,43.8,High,6.9,Compensation Disbursement,116,1
LA-JH-2026-0585,Bokaro Multi-Village Barrage & Micro-Irrigation Canal,Jharkhand,Bokaro,Irrigation & Water Reservoirs,830.0,1538,73.7,0,1,True,True,60.6,59.5,High,5.7,Final Acquisition Complete,0,0
LA-TA-2026-0586,Coimbatore Ultra-Mega 500MW Solar Photovoltaic Park,Tamil Nadu,Coimbatore,Renewable Energy & Solar Parks,738.7,1794,13.2,11,0,False,False,0.0,0.0,Low,4.2,Preliminary Investigation,72,1
LA-UT-2026-0587,Kanpur Dedicated Freight Rail Freight Corridor & Terminal,Uttar Pradesh,Kanpur,Railways & Dedicated Freight,1164.4,1369,79.1,71,2,True,True,44.0,57.9,Medium,5.9,Compensation Disbursement,105,1
LA-JH-2026-0588,Hazaribagh Multimodal Logistics Hub & Industrial Township,Jharkhand,Hazaribagh,Industrial Corridors & SEZ,995.2,568,88.5,14,1,True,True,79.5,67.8,Medium,6.3,Final Acquisition Complete,18,0
LA-MA-2026-0589,Pune Bypass 6-Lane Expressway Expansion,Maharashtra,Pune,Highways & Expressways,531.2,475,13.5,31,0,False,True,0.0,0.0,Low,4.4,Notification (Sec 11),96,1
LA-AN-2026-0590,Vijayawada Dedicated Freight Rail Freight Corridor & Terminal,Andhra Pradesh,Vijayawada,Railways & Dedicated Freight,978.6,702,95.2,0,0,True,True,66.5,67.7,Medium,4.3,Final Acquisition Complete,0,0
LA-OD-2026-0591,Bhubaneswar Multimodal Logistics Hub & Industrial Township,Odisha,Bhubaneswar,Industrial Corridors & SEZ,1083.7,889,56.2,80,3,False,True,36.6,28.3,High,4.7,Compensation Disbursement,128,1
LA-UT-2026-0592,Gorakhpur Multimodal Logistics Hub & Industrial Township,Uttar Pradesh,Gorakhpur,Industrial Corridors & SEZ,179.4,433,33.2,53,0,True,True,23.8,15.7,High,6.2,Rehabilitation & Resettlement (R&R),42,0
LA-JH-2026-0593,Bokaro Multi-Village Barrage & Micro-Irrigation Canal,Jharkhand,Bokaro,Irrigation & Water Reservoirs,750.7,1470,19.8,59,1,False,True,1.7,5.3,Medium,5.7,Objection / Legal Hearing (Sec 15),117,1
LA-MA-2026-0594,Aurangabad Multimodal Logistics Hub & Industrial Township,Maharashtra,Aurangabad,Industrial Corridors & SEZ,294.5,225,14.9,1,2,True,True,0.0,0.0,High,5.9,Land Survey & Demarcation,53,1
LA-JH-2026-0595,Bokaro Dedicated Freight Rail Freight Corridor & Terminal,Jharkhand,Bokaro,Railways & Dedicated Freight,420.0,612,32.5,58,2,True,True,4.6,5.4,Medium,6.2,Objection / Legal Hearing (Sec 15),113,1
LA-JH-2026-0596,Dhanbad Dedicated Freight Rail Freight Corridor & Terminal,Jharkhand,Dhanbad,Railways & Dedicated Freight,579.7,1343,16.5,17,0,True,True,14.2,7.3,Low,7.0,Compensation Assessment,57,1
LA-UT-2026-0597,Gorakhpur Ultra-Mega 500MW Solar Photovoltaic Park,Uttar Pradesh,Gorakhpur,Renewable Energy & Solar Parks,735.5,718,87.5,23,1,True,True,63.5,55.3,High,6.5,Final Acquisition Complete,21,0
LA-OD-2026-0598,Sambalpur Ultra-Mega 500MW Solar Photovoltaic Park,Odisha,Sambalpur,Renewable Energy & Solar Parks,379.2,549,59.7,42,5,False,True,16.1,21.4,High,6.0,Compensation Disbursement,109,1
LA-TA-2026-0599,Salem Multi-Village Barrage & Micro-Irrigation Canal,Tamil Nadu,Salem,Irrigation & Water Reservoirs,640.4,1540,35.9,82,0,True,True,21.0,63.4,Low,3.9,Rehabilitation & Resettlement (R&R),94,1
LA-OD-2026-0600,Jharsuguda Bypass 6-Lane Expressway Expansion,Odisha,Jharsuguda,Highways & Expressways,539.4,819,5.9,13,1,False,True,0.0,0.0,Medium,6.2,Land Survey & Demarcation,95,1
LA-OD-2026-0601,Balasore Multi-Village Barrage & Micro-Irrigation Canal,Odisha,Balasore,Irrigation & Water Reservoirs,856.6,1327,76.6,7,0,True,True,88.3,77.6,Low,5.9,Final Acquisition Complete,9,0
LA-AN-2026-0602,Visakhapatnam Dedicated Freight Rail Freight Corridor & Terminal,Andhra Pradesh,Visakhapatnam,Railways & Dedicated Freight,1051.2,633,44.6,52,2,False,True,3.1,2.3,Medium,3.9,Compensation Assessment,117,1
LA-AN-2026-0603,Vijayawada Bypass 6-Lane Expressway Expansion,Andhra Pradesh,Vijayawada,Highways & Expressways,993.1,932,2.7,44,0,True,False,0.0,0.0,High,4.2,Preliminary Investigation,37,0
LA-AN-2026-0604,Vijayawada Ultra-Mega 500MW Solar Photovoltaic Park,Andhra Pradesh,Vijayawada,Renewable Energy & Solar Parks,207.9,200,49.0,33,3,True,True,46.1,19.7,Medium,4.2,Rehabilitation & Resettlement (R&R),93,1
LA-MA-2026-0605,Indore Dedicated Freight Rail Freight Corridor & Terminal,Madhya Pradesh,Indore,Railways & Dedicated Freight,832.7,729,52.7,77,0,False,True,28.2,47.3,Medium,4.0,Rehabilitation & Resettlement (R&R),94,1
LA-JH-2026-0606,Hazaribagh Bypass 6-Lane Expressway Expansion,Jharkhand,Hazaribagh,Highways & Expressways,180.3,367,14.1,0,0,False,False,0.0,0.0,Low,5.5,Preliminary Investigation,65,1
LA-TA-2026-0607,Chennai Multi-Village Barrage & Micro-Irrigation Canal,Tamil Nadu,Chennai,Irrigation & Water Reservoirs,386.2,563,8.2,1,0,False,True,0.0,0.0,Low,4.7,Land Survey & Demarcation,71,1
LA-AN-2026-0608,Visakhapatnam Dedicated Freight Rail Freight Corridor & Terminal,Andhra Pradesh,Visakhapatnam,Railways & Dedicated Freight,291.3,370,4.3,43,2,False,False,0.0,0.0,Low,3.7,Preliminary Investigation,116,1
LA-MA-2026-0609,Nagpur Ultra-Mega 500MW Solar Photovoltaic Park,Maharashtra,Nagpur,Renewable Energy & Solar Parks,164.1,385,83.2,33,5,True,True,34.2,23.9,High,4.1,Compensation Disbursement,102,1
LA-AN-2026-0610,Guntur Multimodal Logistics Hub & Industrial Township,Andhra Pradesh,Guntur,Industrial Corridors & SEZ,1121.1,2378,30.0,50,1,True,True,10.1,61.7,Medium,5.3,Compensation Disbursement,82,1
LA-MA-2026-0611,Bhopal Dedicated Freight Rail Freight Corridor & Terminal,Madhya Pradesh,Bhopal,Railways & Dedicated Freight,404.6,305,5.3,30,2,False,True,0.0,0.0,High,5.5,Notification (Sec 11),101,1
LA-TA-2026-0612,Coimbatore Multi-Village Barrage & Micro-Irrigation Canal,Tamil Nadu,Coimbatore,Irrigation & Water Reservoirs,609.1,954,94.6,16,0,True,True,75.4,79.0,High,3.5,Final Acquisition Complete,0,0
LA-OD-2026-0613,Bhubaneswar Bypass 6-Lane Expressway Expansion,Odisha,Bhubaneswar,Highways & Expressways,681.1,1645,28.9,68,2,True,True,24.0,57.4,Medium,5.3,Compensation Disbursement,111,1
LA-GU-2026-0614,Surat Bypass 6-Lane Expressway Expansion,Gujarat,Surat,Highways & Expressways,468.5,258,5.6,42,0,False,True,0.0,0.0,High,3.7,Land Survey & Demarcation,78,1
LA-UT-2026-0615,Lucknow Bypass 6-Lane Expressway Expansion,Uttar Pradesh,Lucknow,Highways & Expressways,200.9,173,73.6,66,2,False,True,37.9,30.0,Low,4.9,Rehabilitation & Resettlement (R&R),127,1
LA-UT-2026-0616,Lucknow Ultra-Mega 500MW Solar Photovoltaic Park,Uttar Pradesh,Lucknow,Renewable Energy & Solar Parks,37.8,81,13.1,36,1,False,True,0.0,0.0,High,5.5,Land Survey & Demarcation,96,1
LA-OD-2026-0617,Jharsuguda Multi-Village Barrage & Micro-Irrigation Canal,Odisha,Jharsuguda,Irrigation & Water Reservoirs,898.2,1168,5.9,44,0,False,True,0.0,0.0,High,5.8,Land Survey & Demarcation,88,1
LA-GU-2026-0618,Rajkot Dedicated Freight Rail Freight Corridor & Terminal,Gujarat,Rajkot,Railways & Dedicated Freight,152.4,99,39.6,13,0,False,True,0.4,5.6,Medium,4.2,Compensation Assessment,34,0
LA-AN-2026-0619,Vijayawada Block-IV Mineral Extraction & Processing Node,Andhra Pradesh,Vijayawada,Mining & Coal Exploration,1172.6,1910,11.9,20,0,True,True,0.0,0.0,Low,3.9,Notification (Sec 11),37,0
LA-JH-2026-0620,East Singhbhum Block-IV Mineral Extraction & Processing Node,Jharkhand,East Singhbhum,Mining & Coal Exploration,877.7,2148,31.3,29,5,True,True,26.3,52.1,Low,6.5,Rehabilitation & Resettlement (R&R),109,1
LA-GU-2026-0621,Rajkot Dedicated Freight Rail Freight Corridor & Terminal,Gujarat,Rajkot,Railways & Dedicated Freight,117.5,205,76.9,24,0,True,True,68.6,84.1,Medium,3.9,Possession (Sec 38),0,0
LA-TA-2026-0622,Salem Ring-Rail & Transit Oriented Development,Tamil Nadu,Salem,Urban Metros & Smart Cities,72.0,138,40.5,90,5,True,True,49.9,45.3,High,3.9,Rehabilitation & Resettlement (R&R),146,1
LA-JH-2026-0623,Dhanbad Ring-Rail & Transit Oriented Development,Jharkhand,Dhanbad,Urban Metros & Smart Cities,611.2,861,4.4,36,1,True,True,0.0,0.0,Medium,7.2,Notification (Sec 11),93,1
LA-MA-2026-0624,Nagpur Block-IV Mineral Extraction & Processing Node,Maharashtra,Nagpur,Mining & Coal Exploration,789.1,616,87.1,13,0,True,True,61.6,93.0,High,4.7,Possession (Sec 38),0,0
LA-UT-2026-0625,Agra Block-IV Mineral Extraction & Processing Node,Uttar Pradesh,Agra,Mining & Coal Exploration,826.6,1249,13.1,39,0,False,True,0.0,0.0,Low,6.2,Notification (Sec 11),100,1
LA-OD-2026-0626,Balasore Dedicated Freight Rail Freight Corridor & Terminal,Odisha,Balasore,Railways & Dedicated Freight,1028.2,972,68.5,20,0,False,True,24.0,38.4,Medium,5.4,Rehabilitation & Resettlement (R&R),30,0
LA-GU-2026-0627,Rajkot Ultra-Mega 500MW Solar Photovoltaic Park,Gujarat,Rajkot,Renewable Energy & Solar Parks,274.8,544,83.6,20,0,True,True,81.8,97.4,Medium,3.9,Possession (Sec 38),6,0
LA-JH-2026-0628,Hazaribagh Ring-Rail & Transit Oriented Development,Jharkhand,Hazaribagh,Urban Metros & Smart Cities,1174.8,1088,26.5,20,1,True,True,40.3,36.1,Medium,6.2,Rehabilitation & Resettlement (R&R),61,1
LA-GU-2026-0629,Ahmedabad Ultra-Mega 500MW Solar Photovoltaic Park,Gujarat,Ahmedabad,Renewable Energy & Solar Parks,811.8,827,13.2,30,1,True,True,13.5,6.8,Medium,4.0,Objection / Legal Hearing (Sec 15),52,1
LA-MA-2026-0630,Gwalior Multi-Village Barrage & Micro-Irrigation Canal,Madhya Pradesh,Gwalior,Irrigation & Water Reservoirs,1097.3,1800,61.5,50,2,True,True,45.8,24.9,Low,5.9,Compensation Disbursement,109,1
LA-MA-2026-0631,Indore Multimodal Logistics Hub & Industrial Township,Madhya Pradesh,Indore,Industrial Corridors & SEZ,333.8,649,86.3,37,0,True,True,44.3,46.7,Medium,4.6,Rehabilitation & Resettlement (R&R),17,0
LA-UT-2026-0632,Kanpur Multimodal Logistics Hub & Industrial Township,Uttar Pradesh,Kanpur,Industrial Corridors & SEZ,460.1,564,4.6,41,2,True,False,0.0,0.0,High,6.4,Preliminary Investigation,99,1
LA-TA-2026-0633,Madurai Block-IV Mineral Extraction & Processing Node,Tamil Nadu,Madurai,Mining & Coal Exploration,1113.5,1578,8.3,24,2,True,True,0.0,0.0,Medium,4.7,Notification (Sec 11),77,1
LA-GU-2026-0634,Vadodara Bypass 6-Lane Expressway Expansion,Gujarat,Vadodara,Highways & Expressways,972.0,687,9.2,31,0,False,True,0.0,0.0,High,4.3,Notification (Sec 11),54,1
LA-MA-2026-0635,Nashik Ring-Rail & Transit Oriented Development,Maharashtra,Nashik,Urban Metros & Smart Cities,273.9,562,32.4,62,3,True,True,44.3,62.5,High,5.3,Rehabilitation & Resettlement (R&R),123,1
LA-TA-2026-0636,Coimbatore Block-IV Mineral Extraction & Processing Node,Tamil Nadu,Coimbatore,Mining & Coal Exploration,816.1,414,27.1,31,2,True,True,11.0,54.5,High,4.0,Rehabilitation & Resettlement (R&R),54,1
LA-OD-2026-0637,Balasore Ring-Rail & Transit Oriented Development,Odisha,Balasore,Urban Metros & Smart Cities,966.6,1600,9.5,25,0,False,False,0.0,0.0,Medium,5.7,Preliminary Investigation,77,1
LA-GU-2026-0638,Surat Multimodal Logistics Hub & Industrial Township,Gujarat,Surat,Industrial Corridors & SEZ,1015.6,1782,60.9,65,0,True,True,47.9,25.2,Low,3.5,Rehabilitation & Resettlement (R&R),59,0
LA-UT-2026-0639,Lucknow Ultra-Mega 500MW Solar Photovoltaic Park,Uttar Pradesh,Lucknow,Renewable Energy & Solar Parks,54.7,107,66.2,34,2,True,True,41.1,24.3,High,5.7,Rehabilitation & Resettlement (R&R),47,0
LA-GU-2026-0640,Vadodara Multimodal Logistics Hub & Industrial Township,Gujarat,Vadodara,Industrial Corridors & SEZ,775.1,1285,6.9,6,0,False,False,0.0,0.0,Medium,4.3,Preliminary Investigation,52,1
LA-UT-2026-0641,Lucknow Dedicated Freight Rail Freight Corridor & Terminal,Uttar Pradesh,Lucknow,Railways & Dedicated Freight,143.3,299,56.6,50,3,False,True,35.0,25.5,High,5.6,Rehabilitation & Resettlement (R&R),110,1
LA-UT-2026-0642,Gorakhpur Ultra-Mega 500MW Solar Photovoltaic Park,Uttar Pradesh,Gorakhpur,Renewable Energy & Solar Parks,162.7,192,14.9,10,0,False,False,0.0,0.0,High,6.4,Preliminary Investigation,45,1
LA-MA-2026-0643,Nagpur Ring-Rail & Transit Oriented Development,Maharashtra,Nagpur,Urban Metros & Smart Cities,279.2,343,0.4,5,0,True,True,0.0,0.0,Medium,4.2,Land Survey & Demarcation,20,0
LA-MA-2026-0644,Indore Block-IV Mineral Extraction & Processing Node,Madhya Pradesh,Indore,Mining & Coal Exploration,900.6,1343,82.0,27,1,True,True,67.7,58.6,Medium,4.4,Possession (Sec 38),13,0
LA-MA-2026-0645,Aurangabad Dedicated Freight Rail Freight Corridor & Terminal,Maharashtra,Aurangabad,Railways & Dedicated Freight,534.3,743,78.2,13,0,True,True,72.7,55.4,Medium,5.2,Possession (Sec 38),1,0
LA-TA-2026-0646,Chennai Block-IV Mineral Extraction & Processing Node,Tamil Nadu,Chennai,Mining & Coal Exploration,369.8,796,87.7,64,2,True,True,24.1,16.5,Medium,5.1,Rehabilitation & Resettlement (R&R),85,1
LA-MA-2026-0647,Nagpur Bypass 6-Lane Expressway Expansion,Maharashtra,Nagpur,Highways & Expressways,399.3,208,7.0,35,0,False,False,0.0,0.0,Low,4.5,Preliminary Investigation,98,1
LA-OD-2026-0648,Balasore Ring-Rail & Transit Oriented Development,Odisha,Balasore,Urban Metros & Smart Cities,699.4,1253,6.5,12,0,False,True,0.0,0.0,Low,5.8,Notification (Sec 11),78,1
LA-MA-2026-0649,Bhopal Dedicated Freight Rail Freight Corridor & Terminal,Madhya Pradesh,Bhopal,Railways & Dedicated Freight,719.6,700,26.2,46,3,True,True,41.3,43.8,Medium,4.9,Compensation Disbursement,104,1
LA-GU-2026-0650,Ahmedabad Multimodal Logistics Hub & Industrial Township,Gujarat,Ahmedabad,Industrial Corridors & SEZ,106.6,73,10.8,22,1,False,False,0.0,0.0,High,3.1,Preliminary Investigation,73,1
LA-TA-2026-0651,Salem Multi-Village Barrage & Micro-Irrigation Canal,Tamil Nadu,Salem,Irrigation & Water Reservoirs,1022.2,2488,81.2,26,0,True,True,84.7,51.5,Low,4.2,Possession (Sec 38),22,0
LA-TA-2026-0652,Salem Ring-Rail & Transit Oriented Development,Tamil Nadu,Salem,Urban Metros & Smart Cities,984.0,1549,69.7,16,0,True,True,12.1,59.2,Medium,4.2,Compensation Disbursement,10,0
LA-TA-2026-0653,Salem Multi-Village Barrage & Micro-Irrigation Canal,Tamil Nadu,Salem,Irrigation & Water Reservoirs,173.4,385,13.3,42,2,False,True,0.0,0.0,Low,3.6,Notification (Sec 11),114,1
LA-OD-2026-0654,Balasore Ring-Rail & Transit Oriented Development,Odisha,Balasore,Urban Metros & Smart Cities,290.4,298,72.5,20,1,True,True,82.3,93.6,Medium,5.4,Possession (Sec 38),20,0
LA-MA-2026-0655,Nashik Ring-Rail & Transit Oriented Development,Maharashtra,Nashik,Urban Metros & Smart Cities,245.8,174,63.4,29,3,True,True,31.1,57.9,High,4.8,Rehabilitation & Resettlement (R&R),74,1
LA-UT-2026-0656,Varanasi Ultra-Mega 500MW Solar Photovoltaic Park,Uttar Pradesh,Varanasi,Renewable Energy & Solar Parks,263.5,342,82.7,20,1,True,True,87.5,97.6,Low,5.8,Final Acquisition Complete,43,0
LA-MA-2026-0657,Pune Bypass 6-Lane Expressway Expansion,Maharashtra,Pune,Highways & Expressways,802.7,1128,97.8,12,0,True,True,63.4,71.6,High,4.2,Possession (Sec 38),0,0
LA-TA-2026-0658,Chennai Multi-Village Barrage & Micro-Irrigation Canal,Tamil Nadu,Chennai,Irrigation & Water Reservoirs,252.9,222,42.9,41,0,True,True,34.3,40.9,Low,4.1,Rehabilitation & Resettlement (R&R),54,0
LA-JH-2026-0659,Ranchi Block-IV Mineral Extraction & Processing Node,Jharkhand,Ranchi,Mining & Coal Exploration,1062.1,2016,23.8,68,2,False,True,3.3,16.5,Medium,7.4,Objection / Legal Hearing (Sec 15),134,1
LA-OD-2026-0660,Sundargarh Bypass 6-Lane Expressway Expansion,Odisha,Sundargarh,Highways & Expressways,242.5,561,11.1,10,0,False,True,0.0,0.0,Medium,6.9,Notification (Sec 11),65,1
LA-UT-2026-0661,Varanasi Multimodal Logistics Hub & Industrial Township,Uttar Pradesh,Varanasi,Industrial Corridors & SEZ,527.8,285,96.4,19,0,True,True,66.8,88.0,Medium,6.3,Possession (Sec 38),0,0
LA-JH-2026-0662,Bokaro Bypass 6-Lane Expressway Expansion,Jharkhand,Bokaro,Highways & Expressways,1006.5,1560,15.1,62,2,False,True,1.4,6.1,High,5.6,Compensation Assessment,119,1
LA-AN-2026-0663,Kurnool Block-IV Mineral Extraction & Processing Node,Andhra Pradesh,Kurnool,Mining & Coal Exploration,1072.4,2197,83.6,62,1,True,True,33.8,20.6,Medium,5.5,Compensation Disbursement,59,0
LA-UT-2026-0664,Gorakhpur Multi-Village Barrage & Micro-Irrigation Canal,Uttar Pradesh,Gorakhpur,Irrigation & Water Reservoirs,267.4,181,49.6,32,5,False,True,14.3,28.7,Medium,6.5,Compensation Disbursement,106,1
LA-TA-2026-0665,Madurai Block-IV Mineral Extraction & Processing Node,Tamil Nadu,Madurai,Mining & Coal Exploration,73.3,112,31.4,19,2,True,True,6.5,9.1,Low,4.7,Objection / Legal Hearing (Sec 15),83,1
LA-UT-2026-0666,Agra Ultra-Mega 500MW Solar Photovoltaic Park,Uttar Pradesh,Agra,Renewable Energy & Solar Parks,381.8,411,0.2,18,0,True,True,0.0,0.0,High,5.5,Land Survey & Demarcation,32,0
LA-MA-2026-0667,Jabalpur Bypass 6-Lane Expressway Expansion,Madhya Pradesh,Jabalpur,Highways & Expressways,186.8,421,27.6,23,2,True,True,14.4,11.2,Medium,6.1,Compensation Assessment,81,1
LA-MA-2026-0668,Thane Ring-Rail & Transit Oriented Development,Maharashtra,Thane,Urban Metros & Smart Cities,521.5,1269,42.0,84,2,False,True,22.1,30.5,Medium,6.8,Rehabilitation & Resettlement (R&R),133,1
LA-OD-2026-0669,Sundargarh Bypass 6-Lane Expressway Expansion,Odisha,Sundargarh,Highways & Expressways,690.8,1213,23.2,61,4,True,True,13.1,8.7,Medium,6.9,Compensation Assessment,126,1
